,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
15,55,1449408108116070402,1449408108116070402,1634400796000.0,2021-10-17 01:13:16,+0900,,nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/7lQwLxSVi1,ja,[],[],243479869,243479869,hakoniwawind,箱庭@オールスタ二次会リエブル,7,01,https://twitter.com/hakoniwawind/status/1449408108116070402,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
16,60,1449228600541171713,1449227799567425539,1634357998000.0,2021-10-16 13:19:58,+0900,,場所は、パンパハシのミラドールです！ ラパスで、現地人(男)の知り合いと、自家用車をゲットしたら行ってみてください！(ハードル高い😂),ja,[],[],1085697296057147392,1085697296057147392,boli_mayuuuu,まゆう@ボリビア🇧🇴で大学生,6,13,https://twitter.com/boli_mayuuuu/status/1449228600541171713,[],[],0,,False,6,1,1,,ミラドール,,,,,,,[],,,,
17,62,1448931135581392897,1448931135581392897,1634287077000.0,2021-10-15 17:37:57,+0900,,こっちも良いんだよな nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/Sb2rVZ6Fkp @YouTubeより,ja,[],[],158351705,158351705,nkmimi,ん,5,17,https://twitter.com/nkmimi/status/1448931135581392897,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
18,66,1448640860820688904,1448640860820688904,1634217870000.0,2021-10-14 22:24:30,+0900,,nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/mtpvTi9ZBk @YouTubeより  めっちゃ好きだった曲！！公式でアップされてる！！！,ja,[],[],3383606473,3383606473,Katasumi_asobi,かたすみ,4,22,https://twitter.com/Katasumi_asobi/status/1448640860820688904,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
19,70,1448085258130309121,1448085258130309121,1634085404000.0,2021-10-13 09:36:44,+0900,,んんんんんんんん、血まみれヘイズさんとかぼちゃなミラドールが描きたい。あとハルシオンはフランケンでチノは吸血鬼((可愛い))黄連はキョンシー、そしてアルツはシーツおばけか包帯人間。,ja,[],[],2645235854,2645235854,asa_gglove,🐾あさひにゃさん🐾/ᐠ .⑅.ᐟ\ﾉｼ,3,09,https://twitter.com/asa_gglove/status/1448085258130309121,[],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
20,73,1447917144902152203,1447917144902152203,1634045323000.0,2021-10-12 22:28:43,+0900,,nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/ukZSMTn0gb,ja,[],[],164361695,164361695,shuumaaii,しゅうまい2,2,22,https://twitter.com/shuumaaii/status/1447917144902152203,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
21,74,1447911156748750848,1447911156748750848,1634043895000.0,2021-10-12 22:04:55,+0900,,いや、nobodyの方がひどかった笑 #好きです  nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/0ujypDD6bE @YouTubeより,ja,['好きです'],[],957832321926770688,957832321926770688,bokutodoyome,なやかや,2,22,https://twitter.com/bokutodoyome/status/1447911156748750848,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
22,75,1447869416507461634,1447869416507461634,1634033943000.0,2021-10-12 19:19:03,+0900,,nobodyknows+ 「エル・ミラドール～展望台の唄～」  https://t.co/75xdA2NcSL,ja,[],[],1469443447,1469443447,onpu_ihatov,おんぷ♪♪,2,19,https://twitter.com/onpu_ihatov/status/1447869416507461634,['https://youtu.be/kH7Rb6p1NX0'],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
23,77,1447576797420290053,1447576797420290053,1633964177000.0,2021-10-11 23:56:17,+0900,,Blood*3のアクート側の子たち。 多分ミラドールとかのちびっちゃい子たちと仲良し。,ja,[],[],951136905864757249,951136905864757249,Nitrogen_0328,窒素,1,23,https://twitter.com/Nitrogen_0328/status/1447576797420290053,[],[],0,,False,0,0,0,https://twitter.com/Nitrogen_0328/status/1447573397915901957,ミラドール,,,,,,,[],,,,
24,79,1447555727950704645,1447555727950704645,1633959154000.0,2021-10-11 22:32:34,+0900,,ココロオドルとエル・ミラドールはほぼ空で歌えるな。シアワセナラテヲタタコウはまったく歌えないけど、この機会に覚えるか。,ja,[],[],302785674,302785674,pumpkin_TN,パンプキンヘッド,1,22,https://twitter.com/pumpkin_TN/status/1447555727950704645,[],[],0,,False,0,0,0,https://twitter.com/otonanoenta/status/1445628737865715718,ミラドール,,,,,,,[],,,,
25,81,1447257365573636096,1447257365573636096,1633888019000.0,2021-10-11 02:46:59,+0900,,エル・ミラドールとか初めての着信音にした曲やんけそういえば 今では着信音を曲にする文化もなくなったよね,ja,[],[],2322065893,2322065893,acrossyuyan,ゆやん,1,02,https://twitter.com/acrossyuyan/status/1447257365573636096,[],[],0,,False,0,0,0,,ミラドール,,,,,,,[],,,,
